phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (14 waypoints) ---
travel_to,node,33009,32100,7,"Node (33009, 32100, 7)",
travel_to,ladder,33009,32100,7,"Ladder (33009, 32100, 7)",
travel_to,node,33016,32100,6,"Node (33016, 32100, 6)",
travel_to,node,33032,32097,6,"Node (33032, 32097, 6)",
travel_to,stand,33032,32096,6,"Stand (33032, 32096, 6)",
travel_to,node,33042,32096,7,"Node (33042, 32096, 7)",
travel_to,node,33051,32095,7,"Node (33051, 32095, 7)",
travel_to,node,33059,32095,7,"Node (33059, 32095, 7)",
travel_to,node,33066,32095,7,"Node (33066, 32095, 7)",
travel_to,node,33071,32090,7,"Node (33071, 32090, 7)",
travel_to,stand,33071,32089,7,"Stand (33071, 32089, 7)",
travel_to,stand,33073,32086,6,"Stand (33073, 32086, 6)",
travel_to,stand,33072,32086,7,"Stand (33072, 32086, 7)",
travel_to,node,33076,32088,8,"Node (33076, 32088, 8)",

# --- hunt_patrol (47 waypoints) ---
hunt_patrol,node,33078,32080,8,"Node (33078, 32080, 8)",
hunt_patrol,stand,33078,32079,8,"Stand (33078, 32079, 8)",
hunt_patrol,node,33082,32074,9,"Node (33082, 32074, 9)",
hunt_patrol,node,33091,32069,9,"Node (33091, 32069, 9)",
hunt_patrol,stand,33092,32069,9,"Stand (33092, 32069, 9)",
hunt_patrol,node,33097,32066,10,"Node (33097, 32066, 10)",
hunt_patrol,node,33108,32066,10,"Node (33108, 32066, 10)",
hunt_patrol,node,33109,32059,10,"Node (33109, 32059, 10)",
hunt_patrol,node,33104,32053,10,"Node (33104, 32053, 10)",
hunt_patrol,node,33111,32042,10,"Node (33111, 32042, 10)",
hunt_patrol,node,33106,32035,10,"Node (33106, 32035, 10)",
hunt_patrol,node,33111,32022,10,"Node (33111, 32022, 10)",
hunt_patrol,node,33100,32025,10,"Node (33100, 32025, 10)",
hunt_patrol,node,33098,32016,10,"Node (33098, 32016, 10)",
hunt_patrol,node,33088,32022,10,"Node (33088, 32022, 10)",
hunt_patrol,node,33080,32013,10,"Node (33080, 32013, 10)",
hunt_patrol,node,33073,32010,10,"Node (33073, 32010, 10)",
hunt_patrol,node,33066,32018,10,"Node (33066, 32018, 10)",
hunt_patrol,node,33056,32017,10,"Node (33056, 32017, 10)",
hunt_patrol,node,33040,32010,10,"Node (33040, 32010, 10)",
hunt_patrol,node,33027,32012,10,"Node (33027, 32012, 10)",
hunt_patrol,node,33014,32015,10,"Node (33014, 32015, 10)",
hunt_patrol,node,33003,32012,10,"Node (33003, 32012, 10)",
hunt_patrol,node,32989,32009,10,"Node (32989, 32009, 10)",
hunt_patrol,node,32975,32009,10,"Node (32975, 32009, 10)",
hunt_patrol,node,32977,32018,10,"Node (32977, 32018, 10)",
hunt_patrol,node,32985,32014,10,"Node (32985, 32014, 10)",
hunt_patrol,node,32989,32011,10,"Node (32989, 32011, 10)",
hunt_patrol,node,33003,32012,10,"Node (33003, 32012, 10)",
hunt_patrol,node,33014,32015,10,"Node (33014, 32015, 10)",
hunt_patrol,node,33027,32012,10,"Node (33027, 32012, 10)",
hunt_patrol,node,33040,32010,10,"Node (33040, 32010, 10)",
hunt_patrol,node,33054,32020,10,"Node (33054, 32020, 10)",
hunt_patrol,node,33051,32030,10,"Node (33051, 32030, 10)",
hunt_patrol,node,33054,32039,10,"Node (33054, 32039, 10)",
hunt_patrol,node,33068,32043,10,"Node (33068, 32043, 10)",
hunt_patrol,node,33076,32033,10,"Node (33076, 32033, 10)",
hunt_patrol,node,33087,32037,10,"Node (33087, 32037, 10)",
hunt_patrol,node,33089,32050,10,"Node (33089, 32050, 10)",
hunt_patrol,node,33098,32057,10,"Node (33098, 32057, 10)",
hunt_patrol,node,33097,32066,10,"Node (33097, 32066, 10)",
hunt_patrol,node,33092,32069,10,"Node (33092, 32069, 10)",
hunt_patrol,rope,33092,32069,10,"Rope (33092, 32069, 10)",
hunt_patrol,node,33083,32073,9,"Node (33083, 32073, 9)",
hunt_patrol,node,33078,32079,9,"Node (33078, 32079, 9)",
hunt_patrol,rope,33078,32079,9,"Rope (33078, 32079, 9)",
hunt_patrol,node,33075,32087,8,"Node (33075, 32087, 8)",

# --- travel_from (20 waypoints) ---
travel_from,node,33072,32086,8,"Node (33072, 32086, 8)",
travel_from,ladder,33072,32086,8,"Ladder (33072, 32086, 8)",
travel_from,ladder,33073,32086,7,"Ladder (33073, 32086, 7)",
travel_from,stand,33071,32089,6,"Stand (33071, 32089, 6)",
travel_from,node,33064,32096,7,"Node (33064, 32096, 7)",
travel_from,node,33054,32096,7,"Node (33054, 32096, 7)",
travel_from,node,33051,32098,7,"Node (33051, 32098, 7)",
travel_from,stand,33051,32099,7,"Stand (33051, 32099, 7)",
travel_from,stand,33052,32096,6,"Stand (33052, 32096, 6)",
travel_from,stand,33051,32098,6,"Stand (33051, 32098, 6)",
travel_from,node,33048,32096,7,"Node (33048, 32096, 7)",
travel_from,node,33039,32095,7,"Node (33039, 32095, 7)",
travel_from,node,33032,32096,7,"Node (33032, 32096, 7)",
travel_from,ladder,33032,32096,7,"Ladder (33032, 32096, 7)",
travel_from,node,33028,32098,6,"Node (33028, 32098, 6)",
travel_from,node,33022,32100,6,"Node (33022, 32100, 6)",
travel_from,node,33014,32100,6,"Node (33014, 32100, 6)",
travel_from,node,33010,32100,6,"Node (33010, 32100, 6)",
travel_from,stand,33009,32100,6,"Stand (33009, 32100, 6)",
travel_from,node,33005,32102,7,"Node (33005, 32102, 7)",
