phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (19 waypoints) ---
travel_to,stand,33628,31895,7,,
travel_to,node,33626,31897,6,,
travel_to,node,33621,31914,6,,
travel_to,node,33637,31926,6,,
travel_to,node,33635,31941,6,,
travel_to,stand,33636,31944,6,,
travel_to,stand,33647,31948,7,,
travel_to,door,33647,31947,7,,
travel_to,node,33651,31943,7,,
travel_to,stand,33651,31941,7,,
travel_to,door,33563,31974,12,,
travel_to,node,33572,31983,12,,
travel_to,node,33585,31998,12,,
travel_to,node,33597,32018,12,,
travel_to,node,33608,32025,12,,
travel_to,node,33623,32025,12,,
travel_to,stand,33626,32021,12,,
travel_to,node,33644,32015,13,,
travel_to,rope,33651,32015,13,,

# --- hunt_patrol (29 waypoints) ---
hunt_patrol,node,33645,32012,12,,
hunt_patrol,node,33650,32000,12,,
hunt_patrol,node,33651,31987,12,,
hunt_patrol,node,33647,31966,12,,
hunt_patrol,node,33633,31953,12,,
hunt_patrol,node,33635,31938,12,,
hunt_patrol,node,33653,31942,12,,
hunt_patrol,node,33659,31952,12,,
hunt_patrol,node,33676,31937,12,,
hunt_patrol,node,33690,31946,12,,
hunt_patrol,node,33688,31960,12,,
hunt_patrol,node,33679,31975,12,,
hunt_patrol,node,33682,31990,12,,
hunt_patrol,node,33695,31992,12,,
hunt_patrol,node,33705,31987,12,,
hunt_patrol,node,33702,32001,12,,
hunt_patrol,node,33691,32003,12,,
hunt_patrol,node,33686,32022,12,,
hunt_patrol,node,33682,32035,12,,
hunt_patrol,node,33692,32044,12,,
hunt_patrol,node,33705,32035,12,,
hunt_patrol,node,33713,32046,12,,
hunt_patrol,node,33700,32047,12,,
hunt_patrol,node,33694,32057,12,,
hunt_patrol,node,33685,32040,12,,
hunt_patrol,node,33676,32037,12,,
hunt_patrol,node,33655,32037,12,,
hunt_patrol,node,33649,32031,12,,
hunt_patrol,node,33644,32017,12,,

# --- travel_from (35 waypoints) ---
travel_from,stand,33651,32015,12,,
travel_from,rope,33626,32021,13,,
travel_from,node,33608,32025,12,,
travel_from,node,33591,32007,12,,
travel_from,node,33577,31991,12,,
travel_from,node,33563,31976,12,,
travel_from,door,33563,31974,12,,
travel_from,stand,33558,31970,12,,
travel_from,node,33647,31944,7,,
travel_from,door,33647,31947,7,,
travel_from,node,33645,31950,7,,
travel_from,node,33635,31946,7,,
travel_from,stand,33635,31944,7,,
travel_from,node,33637,31934,6,,
travel_from,node,33633,31891,6,,
travel_from,stand,33633,31883,6,,pretend_delay
travel_from,node,33631,31897,6,,pretend_delay
travel_from,stand,33637,31891,6,,
travel_from,stand,33479,31986,7,,
travel_from,teleport,33176,31771,6,,synth_bridge
travel_from,node,33176,31771,6,,
travel_from,stand,33175,31775,6,,
travel_from,node,33192,31791,7,,
travel_from,node,33202,31796,7,,pretend_delay
travel_from,ladder,33181,31793,7,,
travel_from,ladder,33178,31793,7,,
travel_from,ladder,33176,31790,7,,
travel_from,ladder,33178,31787,7,,
travel_from,ladder,33181,31787,7,,
travel_from,node,33180,31777,7,,
travel_from,ladder,33175,31775,7,,
travel_from,node,33176,31764,6,,
travel_from,teleport,33486,31985,7,,synth_bridge
travel_from,node,33486,31985,7,,
travel_from,stand,33492,31985,7,,
