phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (7 waypoints) ---
travel_to,node,32273,32815,7,,
travel_to,node,32245,32814,7,,
travel_to,node,32230,32796,7,,
travel_to,node,32206,32789,7,,
travel_to,node,32175,32786,7,,
travel_to,stand,32159,32783,7,,
travel_to,shovel,32158,32782,7,,

# --- hunt_patrol (25 waypoints) ---
hunt_patrol,node,32122,32778,8,,
hunt_patrol,stand,32087,32796,8,,
hunt_patrol,node,32077,32788,9,,
hunt_patrol,node,32087,32779,9,,
hunt_patrol,node,32097,32774,9,,
hunt_patrol,node,32107,32781,9,,
hunt_patrol,stand,32111,32790,9,,
hunt_patrol,node,32112,32808,8,,
hunt_patrol,node,32128,32811,8,,
hunt_patrol,stand,32136,32787,8,,
hunt_patrol,node,32131,32778,9,,
hunt_patrol,node,32119,32768,9,,
hunt_patrol,node,32112,32755,9,,
hunt_patrol,node,32133,32755,9,,
hunt_patrol,node,32126,32768,9,,
hunt_patrol,stand,32136,32787,9,,
hunt_patrol,node,32137,32810,8,,
hunt_patrol,node,32110,32807,8,,
hunt_patrol,stand,32111,32790,8,,
hunt_patrol,node,32101,32775,9,,
hunt_patrol,node,32091,32762,9,,
hunt_patrol,node,32075,32768,9,,
hunt_patrol,node,32075,32786,9,,
hunt_patrol,stand,32087,32796,9,,
hunt_patrol,node,32121,32778,8,,

# --- travel_from (9 waypoints) ---
travel_from,stand,32157,32782,8,,
travel_from,rope,32158,32782,8,,
travel_from,stand,32186,32785,7,,
travel_from,node,32212,32790,7,,
travel_from,node,32236,32795,7,,
travel_from,node,32253,32817,7,,
travel_from,node,32287,32826,7,,
travel_from,node,32312,32833,7,,
travel_from,node,32325,32835,7,,
