phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (69 waypoints) ---
travel_to,node,33224,31082,10,,
travel_to,node,33217,31081,10,,
travel_to,node,33210,31086,10,,
travel_to,node,33210,31094,10,,
travel_to,node,33215,31099,10,,
travel_to,node,33222,31103,10,,
travel_to,node,33229,31102,10,,
travel_to,node,33236,31102,10,,
travel_to,node,33242,31106,10,,
travel_to,node,33240,31111,10,,
travel_to,node,33233,31113,10,,
travel_to,node,33227,31114,10,,
travel_to,node,33221,31114,10,,
travel_to,node,33214,31111,10,,
travel_to,node,33209,31108,10,,
travel_to,node,33203,31104,10,,
travel_to,node,33200,31099,10,,
travel_to,node,33198,31094,10,,
travel_to,node,33193,31091,10,,
travel_to,node,33188,31096,10,,
travel_to,node,33188,31101,10,,
travel_to,node,33190,31106,10,,
travel_to,node,33193,31111,10,,
travel_to,node,33198,31115,10,,
travel_to,node,33205,31118,10,,
travel_to,node,33211,31123,10,,
travel_to,node,33219,31125,10,,
travel_to,node,33225,31127,10,,
travel_to,node,33232,31127,10,,
travel_to,node,33239,31126,10,,
travel_to,node,33246,31123,10,,
travel_to,node,33252,31118,10,,
travel_to,node,33259,31114,10,,
travel_to,node,33266,31113,10,,
travel_to,node,33267,31118,10,,
travel_to,node,33266,31123,10,,
travel_to,node,33259,31128,10,,
travel_to,node,33252,31133,10,,
travel_to,node,33245,31138,10,,
travel_to,node,33238,31140,10,,
travel_to,node,33229,31142,10,,
travel_to,node,33222,31143,10,,
travel_to,node,33215,31143,10,,
travel_to,node,33208,31141,10,,
travel_to,node,33201,31137,10,,
travel_to,node,33194,31133,10,,
travel_to,node,33191,31128,10,,
travel_to,node,33186,31123,10,,
travel_to,node,33179,31122,10,,
travel_to,node,33186,31124,10,,
travel_to,node,33192,31129,10,,
travel_to,node,33200,31132,10,,
travel_to,node,33206,31127,10,,
travel_to,node,33207,31122,10,,
travel_to,node,33200,31117,10,,
travel_to,node,33193,31112,10,,
travel_to,node,33190,31107,10,,
travel_to,node,33188,31102,10,,
travel_to,node,33188,31097,10,,
travel_to,node,33192,31092,10,,
travel_to,node,33199,31094,10,,
travel_to,node,33201,31099,10,,
travel_to,node,33205,31104,10,,
travel_to,node,33211,31101,10,,
travel_to,node,33211,31096,10,,
travel_to,node,33209,31091,10,,
travel_to,node,33210,31087,10,,
travel_to,node,33215,31082,10,,
travel_to,node,33220,31080,10,,

# --- hunt_patrol (75 waypoints) ---
hunt_patrol,stand,33225,31090,10,,
hunt_patrol,stand,33225,31094,9,,
hunt_patrol,stand,33222,31100,8,,
hunt_patrol,node,33208,31100,7,,
hunt_patrol,node,33204,31095,7,,
hunt_patrol,node,33204,31087,7,,
hunt_patrol,node,33203,31078,7,,
hunt_patrol,node,33192,31074,7,,
hunt_patrol,node,33185,31064,7,,
hunt_patrol,node,33164,31062,7,,
hunt_patrol,node,33163,31072,7,,
hunt_patrol,stand,33173,31075,7,,
hunt_patrol,node,33185,31072,8,,
hunt_patrol,node,33200,31063,8,,
hunt_patrol,stand,33202,31059,8,,
hunt_patrol,node,33209,31062,9,,
hunt_patrol,stand,33211,31067,9,,
hunt_patrol,stand,33139,31248,6,,
hunt_patrol,stand,33145,31249,7,,
hunt_patrol,stand,33145,31246,6,,
hunt_patrol,stand,33198,31348,6,,
hunt_patrol,node,33186,31360,7,,
hunt_patrol,node,33173,31378,7,,
hunt_patrol,node,33158,31396,7,,
hunt_patrol,node,33143,31409,7,,
hunt_patrol,node,33130,31424,7,,
hunt_patrol,node,33118,31439,7,,
hunt_patrol,node,33115,31467,7,,
hunt_patrol,node,33105,31495,7,,
hunt_patrol,node,33087,31527,7,,
hunt_patrol,stand,33081,31532,7,,
