phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (30 waypoints) ---
travel_to,node,32656,32804,7,"Node (32656, 32804, 7)",
travel_to,node,32669,32807,7,"Node (32669, 32807, 7)",
travel_to,node,32680,32808,7,"Node (32680, 32808, 7)",
travel_to,node,32691,32809,7,"Node (32691, 32809, 7)",
travel_to,node,32706,32809,7,"Node (32706, 32809, 7)",
travel_to,node,32715,32809,7,"Node (32715, 32809, 7)",
travel_to,node,32723,32811,7,"Node (32723, 32811, 7)",
travel_to,node,32731,32813,7,"Node (32731, 32813, 7)",
travel_to,node,32739,32815,7,"Node (32739, 32815, 7)",
travel_to,node,32746,32817,7,"Node (32746, 32817, 7)",
travel_to,node,32753,32819,7,"Node (32753, 32819, 7)",
travel_to,node,32762,32820,7,"Node (32762, 32820, 7)",
travel_to,node,32771,32821,7,"Node (32771, 32821, 7)",
travel_to,node,32782,32822,7,"Node (32782, 32822, 7)",
travel_to,node,32792,32823,7,"Node (32792, 32823, 7)",
travel_to,node,32802,32823,7,"Node (32802, 32823, 7)",
travel_to,node,32812,32822,7,"Node (32812, 32822, 7)",
travel_to,node,32822,32822,7,"Node (32822, 32822, 7)",
travel_to,node,32831,32820,7,"Node (32831, 32820, 7)",
travel_to,node,32838,32817,7,"Node (32838, 32817, 7)",
travel_to,node,32846,32815,7,"Node (32846, 32815, 7)",
travel_to,node,32852,32814,7,"Node (32852, 32814, 7)",
travel_to,hole,32853,32814,7,"Hole (32853, 32814, 7)",
travel_to,node,32852,32820,8,"Node (32852, 32820, 8)",
travel_to,node,32852,32826,8,"Node (32852, 32826, 8)",
travel_to,node,32860,32827,8,"Node (32860, 32827, 8)",
travel_to,node,32865,32825,8,"Node (32865, 32825, 8)",
travel_to,node,32868,32827,8,"Node (32868, 32827, 8)",
travel_to,node,32866,32831,8,"Node (32866, 32831, 8)",
travel_to,stand,32865,32830,8,"Stand (32865, 32830, 8)",

# --- hunt_patrol (71 waypoints) ---
hunt_patrol,node,32868,32832,7,"Node (32868, 32832, 7)",
hunt_patrol,node,32868,32836,7,"Node (32868, 32836, 7)",
hunt_patrol,node,32865,32839,7,"Node (32865, 32839, 7)",
hunt_patrol,node,32859,32836,7,"Node (32859, 32836, 7)",
hunt_patrol,node,32858,32831,7,"Node (32858, 32831, 7)",
hunt_patrol,node,32861,32826,7,"Node (32861, 32826, 7)",
hunt_patrol,node,32867,32824,7,"Node (32867, 32824, 7)",
hunt_patrol,node,32873,32828,7,"Node (32873, 32828, 7)",
hunt_patrol,node,32873,32832,7,"Node (32873, 32832, 7)",
hunt_patrol,stand,32872,32833,7,"Stand (32872, 32833, 7)",
hunt_patrol,node,32874,32830,6,"Node (32874, 32830, 6)",
hunt_patrol,node,32874,32825,6,"Node (32874, 32825, 6)",
hunt_patrol,node,32869,32825,6,"Node (32869, 32825, 6)",
hunt_patrol,node,32863,32825,6,"Node (32863, 32825, 6)",
hunt_patrol,node,32862,32832,6,"Node (32862, 32832, 6)",
hunt_patrol,node,32863,32840,6,"Node (32863, 32840, 6)",
hunt_patrol,node,32867,32838,6,"Node (32867, 32838, 6)",
hunt_patrol,node,32867,32832,6,"Node (32867, 32832, 6)",
hunt_patrol,node,32869,32828,6,"Node (32869, 32828, 6)",
hunt_patrol,stand,32870,32827,6,"Stand (32870, 32827, 6)",
hunt_patrol,node,32866,32826,5,"Node (32866, 32826, 5)",
hunt_patrol,node,32861,32829,5,"Node (32861, 32829, 5)",
hunt_patrol,node,32862,32835,5,"Node (32862, 32835, 5)",
hunt_patrol,node,32867,32834,5,"Node (32867, 32834, 5)",
hunt_patrol,node,32870,32831,5,"Node (32870, 32831, 5)",
hunt_patrol,stand,32871,32830,5,"Stand (32871, 32830, 5)",
hunt_patrol,node,32869,32827,4,"Node (32869, 32827, 4)",
hunt_patrol,node,32864,32828,4,"Node (32864, 32828, 4)",
hunt_patrol,node,32864,32837,4,"Node (32864, 32837, 4)",
hunt_patrol,node,32869,32837,4,"Node (32869, 32837, 4)",
hunt_patrol,node,32867,32831,4,"Node (32867, 32831, 4)",
hunt_patrol,stand,32867,32830,4,"Stand (32867, 32830, 4)",
hunt_patrol,node,32863,32829,3,"Node (32863, 32829, 3)",
hunt_patrol,node,32863,32835,3,"Node (32863, 32835, 3)",
hunt_patrol,node,32867,32837,3,"Node (32867, 32837, 3)",
hunt_patrol,stand,32866,32836,3,"Stand (32866, 32836, 3)",
hunt_patrol,node,32864,32829,2,"Node (32864, 32829, 2)",
hunt_patrol,node,32865,32834,2,"Node (32865, 32834, 2)",
hunt_patrol,stand,32866,32835,2,"Stand (32866, 32835, 2)",
hunt_patrol,node,32863,32835,3,"Node (32863, 32835, 3)",
hunt_patrol,node,32863,32829,3,"Node (32863, 32829, 3)",
hunt_patrol,node,32867,32829,3,"Node (32867, 32829, 3)",
hunt_patrol,stand,32867,32830,3,"Stand (32867, 32830, 3)",
hunt_patrol,node,32869,32837,4,"Node (32869, 32837, 4)",
hunt_patrol,node,32864,32837,4,"Node (32864, 32837, 4)",
hunt_patrol,node,32864,32828,4,"Node (32864, 32828, 4)",
hunt_patrol,node,32869,32827,4,"Node (32869, 32827, 4)",
hunt_patrol,node,32871,32829,4,"Node (32871, 32829, 4)",
hunt_patrol,stand,32871,32830,4,"Stand (32871, 32830, 4)",
hunt_patrol,node,32867,32834,5,"Node (32867, 32834, 5)",
hunt_patrol,node,32862,32835,5,"Node (32862, 32835, 5)",
hunt_patrol,node,32861,32829,5,"Node (32861, 32829, 5)",
hunt_patrol,node,32866,32826,5,"Node (32866, 32826, 5)",
hunt_patrol,node,32870,32826,5,"Node (32870, 32826, 5)",
hunt_patrol,stand,32870,32827,5,"Stand (32870, 32827, 5)",
hunt_patrol,node,32867,32832,6,"Node (32867, 32832, 6)",
hunt_patrol,node,32867,32838,6,"Node (32867, 32838, 6)",
hunt_patrol,node,32863,32840,6,"Node (32863, 32840, 6)",
hunt_patrol,node,32862,32832,6,"Node (32862, 32832, 6)",
hunt_patrol,node,32863,32825,6,"Node (32863, 32825, 6)",
hunt_patrol,node,32869,32825,6,"Node (32869, 32825, 6)",
hunt_patrol,node,32874,32825,6,"Node (32874, 32825, 6)",
hunt_patrol,node,32873,32832,6,"Node (32873, 32832, 6)",
hunt_patrol,stand,32872,32833,6,"Stand (32872, 32833, 6)",
