phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (17 waypoints) ---
travel_to,node,32977,32073,6,,
travel_to,node,32998,32073,6,,
travel_to,stand,32998,32096,6,,
travel_to,door,32999,32096,6,,
travel_to,stand,33004,32095,6,,
travel_to,node,33008,32095,7,,
travel_to,node,33010,32077,7,,
travel_to,ladder,33012,32079,7,,
travel_to,node,33019,32072,6,,
travel_to,stand,33019,32064,6,,
travel_to,node,33025,32050,7,,
travel_to,ladder,33034,32047,7,,
travel_to,node,33018,32040,6,,
travel_to,node,33018,32023,6,,
travel_to,stand,33027,32022,6,,
travel_to,node,33022,32012,7,,
travel_to,stand,33015,32014,7,,

# --- hunt_patrol (18 waypoints) ---
hunt_patrol,node,33011,32010,8,,
hunt_patrol,stand,33010,32005,8,,
hunt_patrol,node,33011,31994,9,,
hunt_patrol,rope,33010,32005,9,,
hunt_patrol,node,33010,32010,8,,
hunt_patrol,stand,33007,32011,8,,
hunt_patrol,node,33004,32013,9,,
hunt_patrol,rope,33007,32011,9,,
hunt_patrol,node,33013,32012,8,,
hunt_patrol,node,33019,32011,8,,
hunt_patrol,stand,33025,32009,8,,
hunt_patrol,node,33029,32006,9,,
hunt_patrol,rope,33025,32009,9,,
hunt_patrol,node,33016,32018,8,,
hunt_patrol,stand,33016,32021,8,,
hunt_patrol,node,33015,32028,9,,
hunt_patrol,rope,33016,32021,9,,
hunt_patrol,node,33015,32014,8,,

# --- travel_from (26 waypoints) ---
travel_from,rope,33015,32014,8,,
travel_from,node,33021,32012,7,,
travel_from,node,33028,32021,7,,
travel_from,stand,33027,32022,7,,
travel_from,node,33017,32029,6,,
travel_from,node,33024,32041,6,,
travel_from,stand,33034,32047,6,,
travel_from,node,33023,32063,7,,
travel_from,ladder,33019,32064,7,,
travel_from,node,33019,32075,6,,
travel_from,stand,33012,32079,6,,
travel_from,node,33008,32091,7,,
travel_from,node,33004,32101,7,,
travel_from,door,33004,32099,7,,
travel_from,ladder,33004,32095,7,,
travel_from,node,33001,32096,6,,
travel_from,door,32999,32096,6,,
travel_from,node,32998,32092,6,,
travel_from,node,32998,32079,6,,
travel_from,node,32998,32073,6,,
travel_from,node,32976,32078,6,,
travel_from,stand,32970,32085,6,,pretend_delay
travel_from,node,32976,32074,6,,
travel_from,node,32998,32073,6,,
travel_from,node,33007,32067,6,,
travel_from,node,33006,32064,6,,pretend_delay
