phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (13 waypoints) ---
travel_to,node,33626,31897,6,,
travel_to,node,33621,31914,6,,
travel_to,node,33637,31926,6,,
travel_to,node,33635,31941,6,,
travel_to,stand,33636,31944,6,,
travel_to,stand,33647,31948,7,,
travel_to,door,33647,31947,7,,
travel_to,node,33651,31943,7,,
travel_to,stand,33651,31941,7,,
travel_to,node,33549,31969,12,,
travel_to,door,33551,31973,12,,
travel_to,door,33549,31977,12,,
travel_to,node,33533,31988,12,,

# --- hunt_patrol (31 waypoints) ---
hunt_patrol,node,33515,32018,12,,
hunt_patrol,rope,33514,32025,12,,
hunt_patrol,node,33520,32033,11,,
hunt_patrol,stand,33525,32038,11,,
hunt_patrol,node,33538,32039,12,,
hunt_patrol,node,33551,32034,12,,
hunt_patrol,node,33568,32024,12,,
hunt_patrol,node,33579,32041,12,,
hunt_patrol,stand,33574,32034,12,,
hunt_patrol,node,33571,32049,11,,
hunt_patrol,node,33585,32046,11,,
hunt_patrol,node,33600,32032,11,,
hunt_patrol,node,33605,32017,11,,
hunt_patrol,node,33601,32009,11,,
hunt_patrol,node,33605,32001,11,,
hunt_patrol,node,33620,31999,11,,
hunt_patrol,node,33622,32006,11,,
hunt_patrol,node,33603,32003,11,,
hunt_patrol,node,33606,32022,11,,
hunt_patrol,node,33593,32035,11,,
hunt_patrol,node,33576,32037,11,,
hunt_patrol,stand,33573,32038,11,,
hunt_patrol,node,33567,32038,12,,
hunt_patrol,node,33558,32024,12,,
hunt_patrol,node,33554,32025,12,,
hunt_patrol,node,33542,32037,12,,
hunt_patrol,node,33527,32038,12,,
hunt_patrol,rope,33525,32038,12,,
hunt_patrol,node,33518,32032,11,,
hunt_patrol,stand,33514,32025,11,,
hunt_patrol,node,33515,32018,12,,

# --- travel_from (25 waypoints) ---
travel_from,node,33523,31997,12,,
travel_from,node,33544,31983,12,,
travel_from,door,33549,31977,12,,
travel_from,door,33551,31973,12,,
travel_from,node,33560,31969,12,,
travel_from,stand,33558,31970,12,,
travel_from,node,33647,31944,7,,
travel_from,door,33647,31947,7,,
travel_from,node,33645,31950,7,,
travel_from,node,33635,31946,7,,
travel_from,stand,33635,31944,7,,
travel_from,node,33637,31934,6,,
travel_from,node,33633,31891,6,,
travel_from,stand,33633,31883,6,,pretend_delay
travel_from,node,33631,31897,6,,pretend_delay
travel_from,node,33615,31898,6,,
travel_from,stand,33610,31898,6,,
travel_from,node,33602,31898,7,,pretend_delay
travel_from,ladder,33600,31896,7,,
travel_from,ladder,33598,31898,7,,
travel_from,ladder,33603,31896,7,,
travel_from,ladder,33600,31901,7,,
travel_from,node,33607,31898,7,,
travel_from,stand,33610,31898,7,,
travel_from,node,33621,31898,6,,
