phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (22 waypoints) ---
travel_to,node,33626,31897,6,,
travel_to,node,33621,31914,6,,
travel_to,node,33637,31926,6,,
travel_to,node,33635,31941,6,,
travel_to,stand,33636,31944,6,,
travel_to,node,33635,31957,7,,
travel_to,node,33635,31971,7,,
travel_to,door,33633,31976,7,,
travel_to,node,33623,31979,7,,
travel_to,ladder,33621,31979,7,,
travel_to,node,33638,31981,9,,
travel_to,node,33642,31972,9,,
travel_to,node,33648,31973,9,,
travel_to,node,33652,31972,9,,
travel_to,node,33652,31962,9,,
travel_to,node,33651,31956,9,,
travel_to,node,33651,31949,9,,
travel_to,node,33650,31943,9,,
travel_to,node,33650,31936,9,,
travel_to,node,33658,31930,9,,
travel_to,node,33668,31924,9,,
travel_to,node,33655,31923,9,,

# --- hunt_patrol (21 waypoints) ---
hunt_patrol,node,33652,31917,9,,
hunt_patrol,node,33658,31911,9,,
hunt_patrol,node,33654,31913,9,,
hunt_patrol,node,33648,31906,9,,
hunt_patrol,node,33648,31900,9,,
hunt_patrol,node,33639,31903,9,,
hunt_patrol,node,33640,31903,9,,
hunt_patrol,node,33636,31897,9,,
hunt_patrol,node,33628,31897,9,,
hunt_patrol,node,33622,31896,9,,
hunt_patrol,node,33627,31905,9,,
hunt_patrol,node,33622,31908,9,,
hunt_patrol,node,33618,31908,9,,
hunt_patrol,node,33616,31915,9,,
hunt_patrol,node,33610,31925,9,,
hunt_patrol,node,33606,31928,9,,
hunt_patrol,node,33609,31928,9,,
hunt_patrol,node,33619,31931,9,,
hunt_patrol,node,33636,31927,9,,
hunt_patrol,node,33646,31924,9,,
hunt_patrol,node,33652,31923,9,,

# --- travel_from (32 waypoints) ---
travel_from,node,33638,31925,9,,
travel_from,node,33636,31936,9,,
travel_from,node,33637,31947,9,,
travel_from,node,33640,31957,9,,
travel_from,node,33640,31960,9,,
travel_from,node,33641,31972,9,,
travel_from,node,33641,31979,9,,
travel_from,node,33633,31981,9,,
travel_from,node,33622,31979,9,,
travel_from,ladder,33621,31979,9,,
travel_from,node,33624,31976,7,,
travel_from,door,33624,31976,7,,
travel_from,node,33636,31965,7,,
travel_from,node,33635,31949,7,,
travel_from,stand,33635,31944,7,,
travel_from,node,33637,31934,6,,
travel_from,node,33633,31891,6,,
travel_from,stand,33633,31883,6,,pretend_delay
travel_from,node,33631,31897,6,,pretend_delay
travel_from,stand,33637,31891,6,,
travel_from,stand,33479,31986,7,,
travel_from,teleport,33176,31771,6,,synth_bridge
travel_from,node,33176,31771,6,,
travel_from,stand,33175,31775,6,,
travel_from,node,33188,31778,7,,
travel_from,node,33191,31790,7,,pretend_delay
travel_from,node,33180,31777,7,,
travel_from,ladder,33175,31775,7,,
travel_from,node,33176,31764,6,,
travel_from,teleport,33486,31985,7,,synth_bridge
travel_from,node,33486,31985,7,,
travel_from,stand,33492,31985,7,,
