phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (8 waypoints) ---
travel_to,node,32622,32742,7,,
travel_to,stand,32629,32749,6,,
travel_to,ladder,32626,32742,6,,
travel_to,stand,32628,32746,5,,
travel_to,stand,32625,32740,4,,
travel_to,node,33544,32208,7,,
travel_to,node,33550,32210,7,,
travel_to,stand,33554,32211,7,,

# --- hunt_patrol (34 waypoints) ---
hunt_patrol,node,33556,32197,8,,
hunt_patrol,node,33569,32192,8,,
hunt_patrol,node,33590,32185,8,,
hunt_patrol,node,33599,32182,8,,
hunt_patrol,node,33615,32173,8,,
hunt_patrol,stand,33615,32166,8,,
hunt_patrol,node,33617,32170,9,,
hunt_patrol,node,33619,32184,9,,
hunt_patrol,node,33616,32196,9,,
hunt_patrol,node,33618,32200,9,,
hunt_patrol,node,33604,32200,9,,
hunt_patrol,node,33597,32202,9,,
hunt_patrol,node,33580,32196,9,,
hunt_patrol,node,33562,32189,9,,
hunt_patrol,node,33556,32197,9,,
hunt_patrol,node,33551,32200,9,,
hunt_patrol,node,33541,32214,9,,
hunt_patrol,node,33538,32207,9,,
hunt_patrol,node,33536,32190,9,,
hunt_patrol,node,33538,32180,9,,
hunt_patrol,node,33550,32164,9,,
hunt_patrol,node,33562,32166,9,,
hunt_patrol,node,33572,32161,9,,
hunt_patrol,node,33579,32165,9,,
hunt_patrol,node,33589,32174,9,,
hunt_patrol,node,33589,32180,9,,
hunt_patrol,node,33596,32170,9,,
hunt_patrol,node,33617,32167,9,,
hunt_patrol,rope,33615,32166,9,,
hunt_patrol,node,33612,32176,8,,
hunt_patrol,node,33597,32185,8,,
hunt_patrol,node,33588,32186,8,,
hunt_patrol,node,33568,32194,8,,
hunt_patrol,node,33551,32208,8,,

# --- travel_from (10 waypoints) ---
travel_from,rope,33554,32211,8,,
travel_from,node,33544,32208,7,,
travel_from,use_with,33540,32208,7,,
travel_from,stand,32971,32228,7,,shrine_return:10
travel_from,node,32628,32744,4,,
travel_from,stand,32628,32746,4,,
travel_from,stand,32626,32742,5,,
travel_from,node,32627,32745,6,,
travel_from,stand,32625,32749,6,,
travel_from,node,32623,32747,7,,
