phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (10 waypoints) ---
travel_to,stand,32622,32742,7,,
travel_to,node,32622,32742,7,,
travel_to,stand,32625,32749,7,,
travel_to,stand,32632,32739,6,,
travel_to,npc_interact,32632,32739,6,,npc
travel_to,ladder,32630,32742,6,,
travel_to,stand,32622,32742,5,,
travel_to,node,32622,32742,5,,
travel_to,stand,32626,32742,5,,
travel_to,stand,32629,32749,6,,

# --- hunt_patrol (108 waypoints) ---
hunt_patrol,stand,32629,32750,7,,
hunt_patrol,node,32642,32754,7,,
hunt_patrol,node,32653,32751,7,,
hunt_patrol,node,32662,32745,7,,
hunt_patrol,node,32675,32742,7,,
hunt_patrol,node,32689,32737,7,,
hunt_patrol,node,32698,32733,7,,
hunt_patrol,node,32706,32725,7,,
hunt_patrol,node,32717,32716,7,,
hunt_patrol,node,32728,32708,7,,
hunt_patrol,node,32738,32701,7,,
hunt_patrol,node,32750,32692,7,,
hunt_patrol,node,32759,32685,7,,
hunt_patrol,node,32765,32676,7,,
hunt_patrol,node,32774,32666,7,,
hunt_patrol,node,32778,32658,7,,
hunt_patrol,node,32787,32652,7,,
hunt_patrol,node,32796,32643,7,,
hunt_patrol,node,32805,32635,7,,
hunt_patrol,node,32814,32628,7,,
hunt_patrol,node,32820,32617,7,,
hunt_patrol,node,32828,32609,7,,
hunt_patrol,node,32841,32609,7,,
hunt_patrol,node,32853,32606,7,,
hunt_patrol,node,32864,32603,7,,
hunt_patrol,node,32878,32601,7,,
hunt_patrol,node,32885,32597,7,,
hunt_patrol,stand,32886,32590,7,,
hunt_patrol,stand,32886,32590,8,,
hunt_patrol,node,32881,32589,8,,
hunt_patrol,stand,32886,32590,8,,
hunt_patrol,ladder,32886,32590,8,,
hunt_patrol,stand,32886,32591,7,,
hunt_patrol,node,32885,32597,7,,
hunt_patrol,node,32878,32601,7,,
hunt_patrol,node,32864,32603,7,,
hunt_patrol,node,32853,32606,7,,
hunt_patrol,node,32841,32609,7,,
hunt_patrol,node,32828,32609,7,,
hunt_patrol,node,32819,32616,7,,
hunt_patrol,node,32810,32628,7,,
hunt_patrol,node,32803,32637,7,,
hunt_patrol,node,32794,32645,7,,
hunt_patrol,node,32778,32658,7,,
hunt_patrol,node,32774,32666,7,,
hunt_patrol,node,32765,32676,7,,
hunt_patrol,node,32759,32685,7,,
hunt_patrol,node,32750,32692,7,,
hunt_patrol,node,32738,32701,7,,
hunt_patrol,node,32728,32708,7,,
hunt_patrol,node,32717,32716,7,,
hunt_patrol,node,32706,32725,7,,
hunt_patrol,node,32698,32733,7,,
hunt_patrol,node,32689,32737,7,,
hunt_patrol,node,32675,32742,7,,
hunt_patrol,node,32662,32745,7,,
hunt_patrol,node,32653,32751,7,,
hunt_patrol,node,32642,32754,7,,
hunt_patrol,stand,32627,32751,7,,
hunt_patrol,teleport,32886,32590,8,,synth_bridge
hunt_patrol,stand,32886,32590,8,,
hunt_patrol,node,32881,32588,8,,
hunt_patrol,node,32888,32580,8,,
hunt_patrol,stand,32899,32579,8,,
hunt_patrol,stand,32899,32579,9,,
hunt_patrol,node,32900,32585,9,,
hunt_patrol,node,32893,32593,9,,
hunt_patrol,node,32908,32587,9,,
hunt_patrol,node,32908,32605,9,,
hunt_patrol,node,32916,32587,9,,
hunt_patrol,node,32926,32579,9,,
hunt_patrol,node,32938,32585,9,,
hunt_patrol,node,32927,32569,9,,
hunt_patrol,node,32935,32561,9,,
hunt_patrol,node,32922,32563,9,,
hunt_patrol,node,32918,32555,9,,
hunt_patrol,node,32920,32546,9,,
hunt_patrol,node,32912,32557,9,,
hunt_patrol,node,32900,32557,9,,
hunt_patrol,node,32894,32548,9,,
hunt_patrol,node,32898,32562,9,,
hunt_patrol,node,32884,32562,9,,
hunt_patrol,node,32896,32572,9,,
hunt_patrol,stand,32899,32579,9,,
hunt_patrol,ladder,32899,32579,9,,
hunt_patrol,stand,32888,32580,8,,
hunt_patrol,stand,32909,32570,9,,
hunt_patrol,stand,32909,32570,10,,
hunt_patrol,node,32909,32578,10,,
hunt_patrol,node,32913,32586,10,,
hunt_patrol,node,32921,32580,10,,
hunt_patrol,node,32932,32582,10,,
hunt_patrol,node,32944,32591,10,,
hunt_patrol,node,32946,32583,10,,
hunt_patrol,node,32946,32577,10,,
hunt_patrol,node,32949,32569,10,,
hunt_patrol,node,32940,32574,10,,
hunt_patrol,node,32931,32572,10,,
hunt_patrol,node,32921,32568,10,,
hunt_patrol,node,32916,32560,10,,
hunt_patrol,node,32923,32554,10,,
hunt_patrol,node,32933,32547,10,,
hunt_patrol,node,32923,32554,10,,
hunt_patrol,node,32909,32554,10,,
hunt_patrol,node,32916,32560,10,,
hunt_patrol,stand,32910,32570,10,,
hunt_patrol,ladder,32910,32570,10,,
hunt_patrol,stand,32910,32571,9,,

# --- travel_from (10 waypoints) ---
travel_from,stand,32629,32749,6,,
travel_from,stand,32626,32742,5,,
travel_from,node,32622,32742,5,,
travel_from,stand,32622,32742,5,,
travel_from,ladder,32630,32742,6,,
travel_from,npc_interact,32632,32739,6,,
travel_from,stand,32632,32739,6,,
travel_from,stand,32625,32749,7,,
travel_from,node,32622,32742,7,,
travel_from,stand,32622,32742,7,,
