phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (16 waypoints) ---
travel_to,node,32407,32215,7,,
travel_to,node,32424,32218,7,,
travel_to,node,32435,32226,7,,
travel_to,node,32436,32237,7,,
travel_to,stand,32438,32240,7,,
travel_to,stand,32444,32240,7,,
travel_to,node,32448,32241,7,,
travel_to,node,32448,32249,7,,
travel_to,node,32448,32255,7,,
travel_to,node,32436,32255,7,,
travel_to,node,32436,32268,7,,
travel_to,node,32435,32281,7,,
travel_to,node,32431,32295,7,,
travel_to,node,32428,32310,7,,
travel_to,stand,32428,32313,7,,
travel_to,shovel,32428,32314,7,,

# --- hunt_patrol (23 waypoints) ---
hunt_patrol,node,32431,32316,8,,
hunt_patrol,node,32431,32321,8,,
hunt_patrol,node,32439,32326,8,,
hunt_patrol,node,32445,32324,8,,
hunt_patrol,node,32442,32308,8,,
hunt_patrol,node,32436,32302,8,,
hunt_patrol,node,32426,32294,8,,
hunt_patrol,node,32424,32305,8,,
hunt_patrol,stand,32430,32302,8,,
hunt_patrol,node,32430,32304,9,,
hunt_patrol,node,32435,32307,9,,
hunt_patrol,node,32444,32307,9,,
hunt_patrol,node,32444,32301,9,,
hunt_patrol,node,32444,32295,9,,
hunt_patrol,node,32443,32307,9,,
hunt_patrol,node,32441,32307,9,,
hunt_patrol,node,32430,32306,9,,
hunt_patrol,node,32425,32308,9,,
hunt_patrol,node,32434,32314,9,,
hunt_patrol,node,32418,32314,9,,
hunt_patrol,node,32428,32302,9,,
hunt_patrol,rope,32430,32302,9,,
hunt_patrol,stand,32428,32313,8,,

# --- travel_from (15 waypoints) ---
travel_from,rope,32428,32314,8,,
travel_from,node,32415,32311,7,,
travel_from,node,32404,32307,7,,
travel_from,node,32394,32299,7,,
travel_from,node,32380,32299,7,,
travel_from,node,32365,32298,7,,
travel_from,node,32355,32295,7,,
travel_from,node,32345,32291,7,,
travel_from,node,32342,32280,7,,
travel_from,node,32338,32265,7,,
travel_from,node,32338,32252,7,,
travel_from,node,32338,32235,7,,
travel_from,node,32347,32229,7,,
travel_from,stand,32347,32231,7,,
travel_from,node,32349,32225,8,,pretend_delay
