phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (23 waypoints) ---
travel_to,stand,32266,31141,7,,
travel_to,node,32266,31141,7,,
travel_to,node,32281,31139,7,,
travel_to,node,32291,31134,7,,
travel_to,stand,32300,31134,7,,
travel_to,npc_interact,32300,31134,7,,npc
travel_to,stand,32308,31132,7,,
travel_to,node,32308,31132,7,,
travel_to,node,32291,31134,7,,
travel_to,node,32281,31139,7,,
travel_to,node,32278,31153,7,,
travel_to,node,32271,31161,7,,
travel_to,node,32257,31169,7,,
travel_to,node,32254,31180,7,,
travel_to,stand,32255,31196,7,,
travel_to,npc_interact,32255,31196,7,Buddel,Buddel
travel_to,npc_interact,32255,31196,7,,npc
travel_to,stand,32256,31197,7,,
travel_to,node,32254,31180,7,,
travel_to,node,32248,31165,7,,
travel_to,node,32241,31157,7,,
travel_to,node,32246,31144,7,,
travel_to,node,32259,31141,7,,

# --- hunt_patrol (83 waypoints) ---
hunt_patrol,stand,32333,31227,7,,
hunt_patrol,node,32345,31230,7,,
hunt_patrol,node,32358,31227,7,,
hunt_patrol,node,32370,31220,7,,
hunt_patrol,node,32383,31223,7,,
hunt_patrol,node,32391,31229,7,,
hunt_patrol,node,32396,31238,7,,
hunt_patrol,node,32400,31248,7,,
hunt_patrol,node,32411,31256,7,,
hunt_patrol,node,32421,31265,7,,
hunt_patrol,stand,32425,31276,7,,
hunt_patrol,stand,32425,31278,6,,
hunt_patrol,node,32421,31265,7,,
hunt_patrol,node,32411,31256,7,,
hunt_patrol,node,32400,31248,7,,
hunt_patrol,node,32396,31238,7,,
hunt_patrol,node,32391,31229,7,,
hunt_patrol,node,32383,31223,7,,
hunt_patrol,node,32370,31220,7,,
hunt_patrol,node,32358,31227,7,,
hunt_patrol,node,32345,31230,7,,
hunt_patrol,stand,32333,31227,7,,
hunt_patrol,npc_interact,32333,31227,7,Buddel,Buddel
hunt_patrol,npc_interact,32333,31227,7,,npc
hunt_patrol,teleport,32424,31276,6,,synth_bridge
hunt_patrol,stand,32424,31276,6,,
hunt_patrol,node,32414,31284,6,,
hunt_patrol,node,32402,31291,6,,
hunt_patrol,node,32397,31300,6,,
hunt_patrol,node,32387,31306,6,,
hunt_patrol,node,32375,31304,6,,
hunt_patrol,node,32369,31294,6,,
hunt_patrol,node,32364,31284,6,,
hunt_patrol,node,32371,31276,6,,
hunt_patrol,node,32384,31276,6,,
hunt_patrol,node,32386,31286,6,,
hunt_patrol,node,32400,31271,6,,
hunt_patrol,node,32383,31267,6,,
hunt_patrol,node,32374,31260,6,,
hunt_patrol,stand,32373,31245,6,,
hunt_patrol,node,32373,31244,5,,
hunt_patrol,node,32361,31250,5,,
hunt_patrol,node,32370,31266,5,,
hunt_patrol,node,32382,31280,5,,
hunt_patrol,node,32387,31293,5,,
hunt_patrol,node,32403,31283,5,,
hunt_patrol,node,32402,31271,5,,
hunt_patrol,node,32384,31270,5,,
hunt_patrol,stand,32375,31265,5,,
hunt_patrol,node,32375,31264,4,,
hunt_patrol,node,32374,31277,4,,
hunt_patrol,node,32389,31284,4,,
hunt_patrol,node,32374,31277,4,,
hunt_patrol,node,32366,31262,4,,
hunt_patrol,node,32364,31247,4,,
hunt_patrol,node,32366,31262,4,,
hunt_patrol,node,32377,31252,4,,
hunt_patrol,node,32381,31239,4,,
hunt_patrol,node,32398,31238,4,,
hunt_patrol,node,32411,31235,4,,
hunt_patrol,stand,32415,31238,4,,
hunt_patrol,stand,32415,31243,5,,
hunt_patrol,node,32418,31249,6,,
hunt_patrol,stand,32415,31243,6,,
hunt_patrol,stand,32415,31238,5,,
hunt_patrol,node,32398,31238,4,,
hunt_patrol,node,32381,31239,4,,
hunt_patrol,node,32377,31252,4,,
hunt_patrol,stand,32375,31265,4,,
hunt_patrol,node,32383,31262,5,,
hunt_patrol,node,32379,31252,5,,
hunt_patrol,stand,32373,31245,5,,
hunt_patrol,node,32374,31255,6,,
hunt_patrol,node,32375,31269,6,,
hunt_patrol,node,32371,31276,6,,
hunt_patrol,node,32364,31284,6,,
hunt_patrol,node,32369,31294,6,,
hunt_patrol,node,32375,31304,6,,
hunt_patrol,node,32387,31306,6,,
hunt_patrol,node,32397,31300,6,,
hunt_patrol,node,32402,31291,6,,
hunt_patrol,node,32414,31284,6,,
hunt_patrol,stand,32424,31278,6,,

# --- travel_from (23 waypoints) ---
travel_from,node,32259,31141,7,,
travel_from,node,32246,31144,7,,
travel_from,node,32241,31157,7,,
travel_from,node,32248,31165,7,,
travel_from,node,32254,31180,7,,
travel_from,stand,32256,31197,7,,
travel_from,npc_interact,32255,31196,7,,
travel_from,npc_interact,32255,31196,7,,
travel_from,stand,32255,31196,7,,
travel_from,node,32254,31180,7,,
travel_from,node,32257,31169,7,,
travel_from,node,32271,31161,7,,
travel_from,node,32278,31153,7,,
travel_from,node,32281,31139,7,,
travel_from,node,32291,31134,7,,
travel_from,node,32308,31132,7,,
travel_from,stand,32308,31132,7,,
travel_from,npc_interact,32300,31134,7,,
travel_from,stand,32300,31134,7,,
travel_from,node,32291,31134,7,,
travel_from,node,32281,31139,7,,
travel_from,node,32266,31141,7,,
travel_from,stand,32266,31141,7,,
