phase,waypoint_type,pos_x,pos_y,pos_z,label,extra_data

# --- travel_to (8 waypoints) ---
travel_to,node,33250,32373,7,"Node (33250, 32373, 7)",
travel_to,node,33254,32362,7,"Node (33254, 32362, 7)",
travel_to,node,33259,32351,7,"Node (33259, 32351, 7)",
travel_to,node,33266,32340,7,"Node (33266, 32340, 7)",
travel_to,node,33275,32330,7,"Node (33275, 32330, 7)",
travel_to,node,33284,32322,7,"Node (33284, 32322, 7)",
travel_to,node,33292,32315,7,"Node (33292, 32315, 7)",
travel_to,hole,33293,32314,7,"Hole (33293, 32314, 7)",

# --- hunt_patrol (63 waypoints) ---
hunt_patrol,node,33289,32308,8,"Node (33289, 32308, 8)",
hunt_patrol,stand,33288,32307,8,"Stand (33288, 32307, 8)",
hunt_patrol,node,33294,32306,9,"Node (33294, 32306, 9)",
hunt_patrol,node,33304,32306,9,"Node (33304, 32306, 9)",
hunt_patrol,node,33294,32306,9,"Node (33294, 32306, 9)",
hunt_patrol,node,33288,32308,9,"Node (33288, 32308, 9)",
hunt_patrol,node,33283,32304,9,"Node (33283, 32304, 9)",
hunt_patrol,node,33281,32299,9,"Node (33281, 32299, 9)",
hunt_patrol,node,33283,32304,9,"Node (33283, 32304, 9)",
hunt_patrol,node,33285,32310,9,"Node (33285, 32310, 9)",
hunt_patrol,node,33282,32313,9,"Node (33282, 32313, 9)",
hunt_patrol,node,33278,32313,9,"Node (33278, 32313, 9)",
hunt_patrol,node,33273,32310,9,"Node (33273, 32310, 9)",
hunt_patrol,node,33268,32307,9,"Node (33268, 32307, 9)",
hunt_patrol,node,33278,32313,9,"Node (33278, 32313, 9)",
hunt_patrol,node,33281,32317,9,"Node (33281, 32317, 9)",
hunt_patrol,node,33279,32322,9,"Node (33279, 32322, 9)",
hunt_patrol,node,33275,32327,9,"Node (33275, 32327, 9)",
hunt_patrol,node,33279,32322,9,"Node (33279, 32322, 9)",
hunt_patrol,node,33284,32321,9,"Node (33284, 32321, 9)",
hunt_patrol,node,33289,32323,9,"Node (33289, 32323, 9)",
hunt_patrol,node,33295,32326,9,"Node (33295, 32326, 9)",
hunt_patrol,node,33301,32329,9,"Node (33301, 32329, 9)",
hunt_patrol,node,33305,32332,9,"Node (33305, 32332, 9)",
hunt_patrol,node,33307,32339,9,"Node (33307, 32339, 9)",
hunt_patrol,node,33311,32344,9,"Node (33311, 32344, 9)",
hunt_patrol,node,33317,32346,9,"Node (33317, 32346, 9)",
hunt_patrol,rope,33318,32345,9,"Rope (33318, 32345, 9)",
hunt_patrol,node,33316,32343,8,"Node (33316, 32343, 8)",
hunt_patrol,node,33317,32345,8,"Node (33317, 32345, 8)",
hunt_patrol,stand,33318,32345,8,"Stand (33318, 32345, 8)",
hunt_patrol,node,33315,32349,9,"Node (33315, 32349, 9)",
hunt_patrol,node,33311,32354,9,"Node (33311, 32354, 9)",
hunt_patrol,node,33308,32360,9,"Node (33308, 32360, 9)",
hunt_patrol,node,33309,32366,9,"Node (33309, 32366, 9)",
hunt_patrol,node,33316,32367,9,"Node (33316, 32367, 9)",
hunt_patrol,node,33323,32365,9,"Node (33323, 32365, 9)",
hunt_patrol,node,33328,32363,9,"Node (33328, 32363, 9)",
hunt_patrol,node,33333,32360,9,"Node (33333, 32360, 9)",
hunt_patrol,node,33333,32354,9,"Node (33333, 32354, 9)",
hunt_patrol,node,33330,32350,9,"Node (33330, 32350, 9)",
hunt_patrol,node,33333,32345,9,"Node (33333, 32345, 9)",
hunt_patrol,node,33337,32341,9,"Node (33337, 32341, 9)",
hunt_patrol,node,33333,32345,9,"Node (33333, 32345, 9)",
hunt_patrol,node,33327,32347,9,"Node (33327, 32347, 9)",
hunt_patrol,node,33323,32344,9,"Node (33323, 32344, 9)",
hunt_patrol,node,33325,32338,9,"Node (33325, 32338, 9)",
hunt_patrol,node,33327,32332,9,"Node (33327, 32332, 9)",
hunt_patrol,node,33328,32324,9,"Node (33328, 32324, 9)",
hunt_patrol,node,33331,32320,9,"Node (33331, 32320, 9)",
hunt_patrol,node,33338,32320,9,"Node (33338, 32320, 9)",
hunt_patrol,node,33331,32320,9,"Node (33331, 32320, 9)",
hunt_patrol,node,33325,32318,9,"Node (33325, 32318, 9)",
hunt_patrol,node,33320,32314,9,"Node (33320, 32314, 9)",
hunt_patrol,node,33315,32314,9,"Node (33315, 32314, 9)",
hunt_patrol,node,33311,32321,9,"Node (33311, 32321, 9)",
hunt_patrol,node,33315,32314,9,"Node (33315, 32314, 9)",
hunt_patrol,node,33318,32313,9,"Node (33318, 32313, 9)",
hunt_patrol,rope,33319,32313,9,"Rope (33319, 32313, 9)",
hunt_patrol,node,33316,32319,8,"Node (33316, 32319, 8)",
hunt_patrol,node,33312,32325,8,"Node (33312, 32325, 8)",
hunt_patrol,node,33306,32327,8,"Node (33306, 32327, 8)",
hunt_patrol,node,33300,32321,8,"Node (33300, 32321, 8)",

# --- travel_from (8 waypoints) ---
travel_from,node,33294,32314,8,"Node (33294, 32314, 8)",
travel_from,rope,33293,32314,8,"Rope (33293, 32314, 8)",
travel_from,node,33284,32322,7,"Node (33284, 32322, 7)",
travel_from,node,33275,32330,7,"Node (33275, 32330, 7)",
travel_from,node,33266,32340,7,"Node (33266, 32340, 7)",
travel_from,node,33259,32351,7,"Node (33259, 32351, 7)",
travel_from,node,33254,32362,7,"Node (33254, 32362, 7)",
travel_from,node,33250,32373,7,"Node (33250, 32373, 7)",
